Order_ID,Order_Time,Delivered_Time,Delay_Minutes,City,Category,Rider_ID,Customer_ID,Delivery_Slot,Order_Status,Customer_Rating,Year
ORD00091,2023-04-07 10:03:00,2023-04-07 10:13:00,0.0,Chennai,Beverages,RID210,CUST1760,Evening,Delivered,4.0,2023
ORD00092,2022-05-22 12:35:00,2022-05-22 12:45:00,0.0,Bangalore,Personal Care,RID487,CUST9472,Evening,Delivered,2.0,2022
ORD00093,2024-04-14 00:09:00,2024-04-14 00:39:00,20.0,Bangalore,Beverages,RID376,CUST6124,Afternoon,Late,4.0,2024
ORD00094,2023-11-24 00:54:00,2023-11-24 01:04:00,0.0,Pune,Vegetables,RID332,CUST1523,Afternoon,Delivered,1.0,2023
ORD00095,2024-08-10 04:35:00,2024-08-10 05:05:00,20.0,Delhi,Household,RID381,CUST7190,Morning,Late,4.0,2024
ORD00096,2022-06-07 00:04:00,2022-06-07 00:19:00,5.0,Chennai,Dairy,RID125,CUST2276,Night,Delivered,3.0,2022
ORD00097,2024-11-08 07:49:00,2024-11-08 07:59:00,0.0,Chennai,Personal Care,RID485,CUST1364,Afternoon,Delivered,3.0,2024
ORD00098,2022-07-05 14:12:00,2022-07-05 14:22:00,0.0,Bangalore,Snacks,RID393,CUST7882,Evening,Delivered,5.0,2022
ORD00099,2023-02-14 00:39:00,2023-02-14 00:49:00,0.0,Delhi,Bakery,RID372,CUST7229,Afternoon,Delivered,5.0,2023
ORD00100,2024-09-30 20:39:00,2024-09-30 20:54:00,5.0,Delhi,Fruits,RID493,CUST9258,Morning,Delivered,5.0,2024
ORD00101,2022-09-13 04:26:00,2022-09-13 04:36:00,0.0,Hyderabad,Personal Care,RID468,CUST7891,Evening,Delivered,4.0,2022
ORD00102,2024-12-11 23:07:00,2024-12-11 23:17:00,0.0,Pune,Snacks,RID414,CUST1876,Afternoon,Delivered,4.0,2024
ORD00103,2022-06-19 07:47:00,2022-06-19 08:02:00,5.0,Delhi,Frozen,RID211,CUST7986,Afternoon,Delivered,1.0,2022
ORD00104,2022-06-17 11:09:00,2022-06-17 11:19:00,0.0,Delhi,Personal Care,RID328,CUST6342,Afternoon,Delivered,2.0,2022
ORD00105,2023-02-21 19:12:00,,,Hyderabad,Frozen,RID468,CUST3551,Afternoon,Cancelled,,2023
ORD00106,2023-10-03 14:23:00,2023-10-03 14:38:00,5.0,Delhi,Beverages,RID272,CUST7469,Afternoon,Delivered,5.0,2023
ORD00107,2022-03-25 03:29:00,2022-03-25 03:39:00,0.0,Bangalore,Dairy,RID189,CUST2828,Afternoon,Delivered,3.0,2022
ORD00108,2023-08-11 19:41:00,2023-08-11 19:51:00,0.0,Hyderabad,Frozen,RID277,CUST1009,Morning,Delivered,3.0,2023
ORD00109,2023-07-31 02:47:00,2023-07-31 02:57:00,0.0,Hyderabad,Fruits,RID420,CUST2342,Morning,Delivered,3.0,2023
ORD00110,2022-01-31 01:55:00,2022-01-31 02:05:00,0.0,Delhi,Bakery,RID193,CUST8984,Morning,Delivered,4.0,2022
ORD00111,2024-11-15 06:11:00,2024-11-15 06:36:00,15.0,Hyderabad,Household,RID175,CUST9162,Evening,Delivered,4.0,2024
ORD00112,2024-05-11 21:07:00,2024-05-11 21:47:00,30.0,Chennai,Household,RID328,CUST7413,Night,Late,1.0,2024
ORD00113,2022-01-13 13:20:00,2022-01-13 13:30:00,0.0,Pune,Fruits,RID188,CUST2065,Morning,Delivered,3.0,2022
ORD00114,2024-12-18 09:40:00,2024-12-18 09:55:00,5.0,Chennai,Dairy,RID122,CUST5670,Evening,Delivered,5.0,2024
ORD00115,2024-01-22 06:26:00,2024-01-22 06:41:00,5.0,Delhi,Vegetables,RID203,CUST5018,Evening,Delivered,5.0,2024
ORD00116,2024-03-25 20:15:00,2024-03-25 20:25:00,0.0,Chennai,Fruits,RID114,CUST6742,Morning,Delivered,3.0,2024
ORD00117,2022-05-13 19:38:00,2022-05-13 19:48:00,0.0,Chennai,Frozen,RID196,CUST1950,Morning,Delivered,5.0,2022
ORD00118,2022-01-04 07:30:00,2022-01-04 07:40:00,0.0,Chennai,Dairy,RID217,CUST7028,Evening,Delivered,5.0,2022
ORD00119,2024-11-01 10:12:00,2024-11-01 10:22:00,0.0,Pune,Personal Care,RID360,CUST3371,Night,Delivered,2.0,2024
ORD00120,2022-04-21 01:22:00,2022-04-21 01:42:00,10.0,Bangalore,Fruits,RID381,CUST3116,Night,Delivered,4.0,2022
ORD00121,2024-07-09 08:00:00,2024-07-09 08:10:00,0.0,Mumbai,Bakery,RID402,CUST1345,Afternoon,Delivered,3.0,2024
ORD00122,2022-09-15 20:12:00,2022-09-15 20:27:00,5.0,Mumbai,Household,RID210,CUST1827,Evening,Delivered,4.0,2022
ORD00123,2022-12-24 08:34:00,2022-12-24 09:14:00,30.0,Hyderabad,Vegetables,RID427,CUST1126,Afternoon,Late,5.0,2022
ORD00124,2022-10-02 02:27:00,2022-10-02 02:47:00,10.0,Mumbai,Personal Care,RID396,CUST4797,Evening,Delivered,2.0,2022
ORD00125,2023-04-02 19:13:00,2023-04-02 19:23:00,0.0,Chennai,Fruits,RID281,CUST4030,Morning,Delivered,3.0,2023
ORD00126,2024-06-04 14:00:00,2024-06-04 14:10:00,0.0,Chennai,Vegetables,RID408,CUST9393,Night,Delivered,4.0,2024
ORD00127,2024-03-07 06:23:00,2024-03-07 06:43:00,10.0,Mumbai,Household,RID189,CUST8973,Afternoon,Delivered,3.0,2024
ORD00128,2024-10-16 23:48:00,2024-10-16 23:58:00,0.0,Bangalore,Beverages,RID281,CUST2990,Night,Delivered,5.0,2024
ORD00129,2024-07-13 17:39:00,2024-07-13 17:49:00,0.0,Delhi,Frozen,RID253,CUST6588,Morning,Delivered,4.0,2024
ORD00130,2023-02-24 09:01:00,2023-02-24 09:11:00,0.0,Hyderabad,Frozen,RID162,CUST7704,Evening,Delivered,4.0,2023
ORD00131,2024-10-05 12:01:00,2024-10-05 12:16:00,5.0,Pune,Personal Care,RID310,CUST3079,Afternoon,Delivered,4.0,2024
ORD00132,2024-02-28 19:31:00,2024-02-28 19:41:00,0.0,Pune,Beverages,RID117,CUST1768,Afternoon,Delivered,4.0,2024
ORD00133,2024-01-15 12:12:00,2024-01-15 12:32:00,10.0,Mumbai,Snacks,RID321,CUST6797,Evening,Delivered,4.0,2024
ORD00134,2024-05-27 00:06:00,2024-05-27 00:16:00,0.0,Delhi,Beverages,RID387,CUST5873,Afternoon,Delivered,3.0,2024
ORD00135,2023-11-09 02:39:00,,,Mumbai,Snacks,RID490,CUST1832,Morning,Cancelled,,2023
ORD00136,2022-09-27 17:21:00,2022-09-27 17:31:00,0.0,Bangalore,Household,RID338,CUST4300,Evening,Delivered,4.0,2022
ORD00137,2024-02-24 19:40:00,2024-02-24 20:10:00,20.0,Hyderabad,Personal Care,RID177,CUST3538,Night,Late,3.0,2024
ORD00138,2024-03-14 05:15:00,2024-03-14 05:25:00,0.0,Pune,Bakery,RID106,CUST5425,Evening,Delivered,2.0,2024
ORD00139,2023-05-18 20:08:00,2023-05-18 20:28:00,10.0,Pune,Fruits,RID384,CUST5177,Afternoon,Delivered,1.0,2023
ORD00140,2022-08-25 14:24:00,2022-08-25 15:04:00,30.0,Pune,Snacks,RID294,CUST5566,Evening,Late,3.0,2022
ORD00141,2022-09-10 03:09:00,2022-09-10 03:19:00,0.0,Pune,Household,RID325,CUST8083,Evening,Delivered,3.0,2022
ORD00142,2023-08-20 04:26:00,2023-08-20 05:06:00,30.0,Chennai,Personal Care,RID158,CUST9173,Evening,Late,5.0,2023
ORD00143,2022-09-03 02:38:00,2022-09-03 02:58:00,10.0,Delhi,Household,RID139,CUST5033,Morning,Delivered,4.0,2022
ORD00144,2023-02-04 17:48:00,2023-02-04 17:58:00,0.0,Delhi,Fruits,RID253,CUST9633,Morning,Delivered,2.0,2023
ORD00145,2023-03-12 21:35:00,2023-03-12 21:45:00,0.0,Pune,Vegetables,RID141,CUST6475,Morning,Delivered,1.0,2023
ORD00146,2022-11-12 12:22:00,2022-11-12 12:32:00,0.0,Delhi,Bakery,RID216,CUST9041,Afternoon,Delivered,4.0,2022
ORD00147,2023-10-29 17:04:00,2023-10-29 17:14:00,0.0,Delhi,Snacks,RID367,CUST7136,Morning,Delivered,3.0,2023
ORD00148,2024-02-25 10:33:00,2024-02-25 10:43:00,0.0,Pune,Snacks,RID409,CUST2386,Morning,Delivered,5.0,2024
ORD00149,2023-08-04 07:03:00,2023-08-04 07:13:00,0.0,Hyderabad,Personal Care,RID110,CUST8679,Night,Delivered,5.0,2023
ORD00150,2022-06-20 14:07:00,2022-06-20 14:27:00,10.0,Bangalore,Personal Care,RID345,CUST7212,Night,Delivered,5.0,2022
ORD00151,2023-10-16 00:27:00,2023-10-16 00:37:00,0.0,Hyderabad,Fruits,RID436,CUST8101,Evening,Delivered,4.0,2023
ORD00152,2024-05-17 17:13:00,2024-05-17 17:28:00,5.0,Mumbai,Household,RID300,CUST3343,Morning,Delivered,4.0,2024
ORD00153,2022-11-16 21:49:00,2022-11-16 21:59:00,0.0,Pune,Bakery,RID390,CUST2252,Night,Delivered,4.0,2022
ORD00154,2023-01-01 05:01:00,2023-01-01 05:16:00,5.0,Chennai,Vegetables,RID143,CUST5090,Morning,Delivered,1.0,2023
ORD00155,2024-03-12 10:38:00,2024-03-12 10:48:00,0.0,Mumbai,Personal Care,RID438,CUST6895,Evening,Delivered,4.0,2024
ORD00156,2022-07-01 21:43:00,2022-07-01 22:08:00,15.0,Pune,Household,RID188,CUST6387,Evening,Delivered,4.0,2022
ORD00157,2024-04-08 17:41:00,,,Delhi,Bakery,RID381,CUST8124,Afternoon,Cancelled,,2024
ORD00158,2022-12-06 18:55:00,2022-12-06 19:35:00,30.0,Chennai,Beverages,RID275,CUST9007,Afternoon,Late,2.0,2022
ORD00159,2024-12-21 03:58:00,2024-12-21 04:08:00,0.0,Pune,Bakery,RID202,CUST6392,Afternoon,Delivered,4.0,2024
ORD00160,2024-09-13 10:05:00,2024-09-13 10:20:00,5.0,Bangalore,Beverages,RID392,CUST3983,Afternoon,Delivered,4.0,2024
ORD00161,2024-12-24 22:29:00,2024-12-24 22:49:00,10.0,Hyderabad,Fruits,RID448,CUST1920,Morning,Delivered,4.0,2024
ORD00162,2022-04-11 23:26:00,2022-04-11 23:41:00,5.0,Pune,Bakery,RID326,CUST4241,Afternoon,Delivered,4.0,2022
ORD00163,2024-02-18 22:50:00,2024-02-18 23:00:00,0.0,Pune,Beverages,RID478,CUST8206,Afternoon,Delivered,4.0,2024
ORD00164,2023-01-10 00:28:00,,,Chennai,Household,RID371,CUST4511,Night,Cancelled,,2023
ORD00165,2023-03-23 10:04:00,2023-03-23 11:14:00,60.0,Mumbai,Fruits,RID488,CUST4760,Evening,Late,2.0,2023
ORD00166,2024-04-24 23:39:00,2024-04-24 23:49:00,0.0,Chennai,Vegetables,RID252,CUST9623,Morning,Delivered,5.0,2024
ORD00167,2022-08-03 03:43:00,2022-08-03 04:23:00,30.0,Delhi,Fruits,RID239,CUST2828,Morning,Late,2.0,2022
ORD00168,2024-06-17 21:02:00,2024-06-17 21:12:00,0.0,Hyderabad,Personal Care,RID110,CUST2868,Afternoon,Delivered,4.0,2024
ORD00169,2022-09-17 16:21:00,2022-09-17 16:31:00,0.0,Hyderabad,Frozen,RID472,CUST4564,Afternoon,Delivered,2.0,2022
ORD00170,2022-12-15 02:36:00,,,Mumbai,Beverages,RID475,CUST4845,Morning,Cancelled,,2022
ORD00171,2024-12-24 03:47:00,2024-12-24 03:57:00,0.0,Delhi,Dairy,RID160,CUST8657,Evening,Delivered,4.0,2024
ORD00172,2024-10-17 11:35:00,2024-10-17 11:55:00,10.0,Chennai,Beverages,RID368,CUST8287,Morning,Delivered,5.0,2024
ORD00173,2024-12-11 04:55:00,2024-12-11 05:10:00,5.0,Delhi,Household,RID422,CUST2218,Morning,Delivered,5.0,2024
ORD00174,2024-03-05 16:48:00,2024-03-05 17:18:00,20.0,Mumbai,Vegetables,RID494,CUST1954,Afternoon,Late,5.0,2024
ORD00175,2024-10-30 20:25:00,2024-10-30 20:35:00,0.0,Chennai,Snacks,RID136,CUST4020,Night,Delivered,3.0,2024
ORD00176,2023-05-02 11:48:00,2023-05-02 11:58:00,0.0,Delhi,Beverages,RID285,CUST2591,Night,Delivered,2.0,2023
ORD00177,2022-07-21 09:05:00,2022-07-21 09:20:00,5.0,Bangalore,Personal Care,RID246,CUST3383,Night,Delivered,5.0,2022
ORD00178,2022-03-03 20:08:00,2022-03-03 20:18:00,0.0,Bangalore,Household,RID280,CUST5286,Evening,Delivered,5.0,2022
ORD00179,2024-07-12 05:50:00,2024-07-12 06:10:00,10.0,Pune,Beverages,RID130,CUST8561,Night,Delivered,5.0,2024
ORD00180,2022-10-26 18:19:00,,,Chennai,Snacks,RID305,CUST9780,Morning,Cancelled,,2022
ORD00181,2023-10-09 08:57:00,2023-10-09 09:07:00,0.0,Mumbai,Dairy,RID332,CUST3064,Night,Delivered,3.0,2023
ORD00182,2023-11-22 06:30:00,2023-11-22 06:40:00,0.0,Hyderabad,Frozen,RID173,CUST6352,Night,Delivered,1.0,2023
ORD00183,2023-08-09 13:15:00,2023-08-09 13:40:00,15.0,Hyderabad,Frozen,RID295,CUST8059,Night,Delivered,4.0,2023
ORD00184,2024-08-31 17:49:00,2024-08-31 18:09:00,10.0,Hyderabad,Frozen,RID493,CUST3752,Afternoon,Delivered,3.0,2024
ORD00185,2024-07-27 21:46:00,2024-07-27 22:01:00,5.0,Bangalore,Fruits,RID350,CUST6346,Night,Delivered,5.0,2024
ORD00186,2022-05-23 08:38:00,2022-05-23 08:58:00,10.0,Pune,Beverages,RID157,CUST4356,Night,Delivered,1.0,2022
ORD00187,2023-04-12 16:02:00,2023-04-12 16:12:00,0.0,Pune,Fruits,RID387,CUST4155,Afternoon,Delivered,5.0,2023
ORD00188,2023-12-13 15:50:00,2023-12-13 16:00:00,0.0,Bangalore,Vegetables,RID402,CUST5179,Afternoon,Delivered,5.0,2023
ORD00189,2022-09-05 03:42:00,2022-09-05 04:02:00,10.0,Pune,Frozen,RID114,CUST2980,Evening,Delivered,5.0,2022
ORD00190,2023-10-22 20:50:00,2023-10-22 21:00:00,0.0,Delhi,Personal Care,RID159,CUST7573,Morning,Delivered,5.0,2023
ORD00191,2024-04-08 04:26:00,2024-04-08 04:56:00,20.0,Pune,Snacks,RID298,CUST1959,Night,Late,3.0,2024
ORD00192,2024-01-31 19:08:00,2024-01-31 19:18:00,0.0,Hyderabad,Household,RID321,CUST2875,Night,Delivered,5.0,2024
ORD00193,2023-01-07 11:56:00,2023-01-07 12:11:00,5.0,Delhi,Vegetables,RID216,CUST3433,Night,Delivered,3.0,2023
